Cód.,Cód. Fab.,Descripción,Rubro,Marca,Stock,Precios con IVA (DOLAR (U$S)),Descripción Detallada,Descripción Larga
10147,TL-WN881ND,Adaptador wireless PCI-E -300Mbps -2 antenas 2dbi -low profile -TP-Link (TL-WN881ND),Conectividad Placas De Red,TP-Link,Si,11.81,,"HARDWARE FEATURES
Interface	PCI Express(x1)
Dimensions ( W x D x H )	4.8 x 3.1 x 0.8in. (120.8 x 78.5 x 21.5mm)
Antenna Type	Detachable Omni Directional (RP-SMA)
Antenna Gain	2dBi
WIRELESS FEATURES
Wireless Standards	IEEE 802.11n, IEEE 802.11g, IEEE 802.11b
Frequency	2.400-2.4835GHz
Signal Rate	11n: Up to 300Mbps(dynamic)
11g: Up to 54Mbps(dynamic)
11b: Up to 11Mbps(dynamic)
EIRP	<20dBm(EIRP)
Reception Sensitivity	270M: -68dBm@10% PER
130M: -68dBm@10% PER
108M: -73dBm@10% PER
54M: -73dBm@10% PER
11M: -89dBm@8% PER
6M: -87dBm@10% PER
1M: -90dBm@8% PER
Wireless Modes	Ad-Hoc / Infrastructure mode
Wireless Security	Support 64/128 bit WEP, WPA-PSK/WPA2-PSK
Modulation Technology	DBPSK, DQPSK, CCK, OFDM, 16-QAM, 64-QAM
OTHERS
Certification	CE, FCC, RoHS
Package Contents	Wireless Adapter
2x Detachable Omni directional antenna
Resource CD
Quick Installation Guide
System Requirements	Windows 7(32/64bits), Windows Vista(32/64bits), Windows XP(32/64bits)
Environment	Operating Temperature: 0?~40? (32?~104?)
Storage Temperature: -40?~70? (-40?~158?)
Operating Humidity: 10%~90% non-condensing
Storage Humidity: 5%~90% non-condensing"
23446,ARCHER TX20E,Adaptador wireless PCI-E -574/1201Mbps -dual band 2.4/5GHz -Wifi 6 -Bluetooth 5.2 -2 antenas high gain -TP-Link (ARCHER TX20E),Conectividad Placas De Red,TP-Link,Si,27.46,,"- Velocidad Wi-Fi 6 inigualable: rompe la barrera del gigabit con una velocidad de hasta 1201 Mbps (5 GHz) + 574 Mbps (2,4 GHz)

- Cobertura de señal más amplia: conéctese a su Wi-Fi en más partes de su hogar con dos antenas externas de alta ganancia que garantizan una mayor cobertura y una estabilidad mejorada.

- Bluetooth 5.2: la última tecnología Bluetooth logra una velocidad 2 veces más rápida y una cobertura 4 veces más amplia que BT 4.2

- Seguridad mejorada: las últimas mejoras de seguridad WPA3 brindan protección mejorada en la seguridad de contraseñas personales.

- Compatibilidad con versiones anteriores: soporte completo para los estándares 802.11ax/ac/a/b/g/n."
22394,ARCHER TX55E,Adaptador wireless PCI-E -574/2402Mbps -dual band 2.4/5GHz -wifi 6 -bluetooth 5.2 -2 antenas high-gain -TP-Link AX3000 (ARCHER TX55E),Conectividad Placas De Red,TP-Link,Si,32.3,,"Archer TX55E New
AX3000 Wi-Fi 6 Bluetooth 5.2 PCIe Adapter

- Unrivalled Wi-Fi 6 Speed?Breaks the gigabit barrier with speed up to 2402 Mbps (5 GHz) + 574 Mbps (2.4 GHz)
- Smoother Experience?75% lower latency ensures ultra-responsive gaming, uninterrupted video chatting, and seamless live streaming
- Reliable Connections?Intel® Wi-Fi 6 chipset brings faster and clearer Wi-Fi to fully unlock the potential of your Wi-Fi 6 router
- Wider Signal Coverage? Connect to your Wi-Fi in more parts of your home with two external high-gain antennas ensuring greater coverage and enhanced stability
- Bluetooth 5.2?The latest Bluetooth technology achieves Faster Speed and Broader Coverage than the previous version
- Improved Security?The latest security enhancements WPA3 provides enhanced protection in personal password safety
- Fine Crafting?Specialized heatsink and gold plating is crafted to improve stability and reliability even in hot environments
- Backward Compatibility ? Full support for 802.11ac/a/b/g/n standards

HARDWARE FEATURES
Dimensions 	3.7 x 4.8 x 0.8 in
(95.2 x 120.8 x 21.5 mm)

Antenna Type 	Two High-Gain Dual Band Antennas
Chipset 	Intel Wi-Fi 6 Chipset
Bluetooth Features
Standards and Protocols 	Bluetooth 5.2, Bluetooth 5.0, Bluetooth 4.2, Bluetooth 4.0
Interface 	F_USB 2.0

WIRELESS FEATURES
Wireless Standards 	IEEE 802.11ax/ac/n/a 5 GHz
IEEE 802.11ax/n/g/b 2.4 GHz
Bluetooth 5.2/5.0/4.2/4.0
WLAN Signal Rate 	5 GHz
11ax: Up to 2402 Mbps(dynamic)
11ac: Up to 1733 Mbps(dynamic)
11n: Up to 300 Mbps(dynamic)
11a: Up to 54 Mbps(dynamic)

2.4 GHz
11ax: Up to 574 Mbps(dynamic)
11n: Up to 300 Mbps(dynamic)
11g: Up to 54 Mbps(dynamic)
11b: Up to 11 Mbps(dynamic)
WLAN Reception Sensitivity 	5 GHz :
11ax HT160?-56.25dBm
11ax HT80: -59dBm
11ax HT40: -62.25dBm
11ax HT20: -65dBm

11ac HT160?-62dBm
11ac HT80: -65.5dBm
11ac HT40: -69.75dBm
11ac HT20: -73.75dBm
11n HT40: -74.5dBm
11n HT20: -77.5dBm
11a 54Mbps: -77.75dBm
11a 6Mbps: -94.5dBm

2.4GHz :
11ax HT40: -60.75dBm
11ax HT20: -63.75dBm
11n HT40: -73dBm
11n HT20: -76.25dBm
11g 54Mbps: -76.5dBm
11b 11Mbps: -89dBm
WLAN Transmit Power 	5 GHz : 27dBm(FCC) / 23dBm(CE) (EIRP)
2.4 GHz : 26dBm(FCC) / 20dBm(CE) (EIRP)
WLAN Modes 	Infrastructure mode
Wireless Security 	Support 64/128 bit WEP, WPA/WAP2/WPA3, WPA-PSK/WPA2-PSK, 802.1x
Modulation Technology 	DBPSK, DQPSK, CCK, OFDM, 16-QAM, 64-QAM, 256-QAM, 1024QAM
OTHERS
Certification 	CE, FCC, RoHS
Package Contents 	Archer TX55E
Two High-Gain Antennas
Low-Profile Bracket
Standard Bluetooth Header Cable
Quick Installation Guide
Resource CD
System Requirements 	Windows 11/10(64-bit) only
Environment 	Operating Temperature: 0?~40? (32?~104?)
Storage Temperature: -40?~70? (-40?~158?)
Operating Humidity: 10%~90% non-condensing
Storage Humidity: 5%~90% non-condensing
For additional version information, please go to the support page.

?Maximum wireless signal rates are the physical rates derived from IEEE Standard 802.11 specifications. Actual wireless data throughput and wireless coverage, and the number of connected devices are not guaranteed and will vary as a result of network conditions, AP limitations, and environmental factors, including building materials, obstacles, volume and density of traffic, and AP location.
?Use of Wi-Fi 6 (802.11ax), and features including OFDMA, MU-MIMO, HE160, and 1024-QAM require APs to also support the corresponding features.
§802.11ax 2x2 160 MHz enables 2402 Mbps maximum theoretical data rates, 3× faster than standard 802.11ac 2x2 80 MHz (867 Mbps) and nearly 6x faster than baseline 1x1ac (433 Mbps) Wi-Fi as documented in IEEE 802.11 wireless standard specifications, and require the use of similarly configured 802.11ax wireless network routers.
*?Up to 75% lower latency? is based on Intel simulation data of 802.11ax with and without OFDMA using 9 clients. The average latency without OFDM is 36ms, with OFDMA average latency is reduced to 7.6ms.  Latency improvement requires that the AP and all clients support OFDMA.
**Use of WPA3TM requires APs to also support the corresponding feature.
***Several new features are introduced in the Bluetooth Core Specification 5.0 and 5.2 Releases, including 2× faster speed and 4× broader coverage compared with Bluetooth 4.2."
19053,NM-CS150,Adaptador wireless USB -150Mbps -mini adapter -Netmak (NM-CS150),Conectividad Placas De Red,Netmak,Si,4.59,,"NM-CS150
Adaptador Usb 150Mbps

? Usb 2.0
? Wireless Standars IEEE 802.11n, IEEE 802.11g, IEEE 802.11b
? Frecuencia: 2.400-2.4835GHz
? Velocidad de señal: 150Mbps
? Wireless security: 64/128 bit WEP, WPA-PSK/W- PA2-PSK, 802.1x
? Compatibilidad: Windows XP/7/8/10, Mac OS X 10.7~10.10, Linux.
? Incluye: Adaptador, CD, guía de instalación
."
11021,TL-WN725N,Adaptador wireless USB -150Mbps -mini adapter -TP-Link (TL-WN725N),Conectividad Placas De Red,TP-Link,Si,6.98,Placa de Red WiFi TP-Link TL-WN725N USB 150Mbps (TL-WN725N),"Adaptador USB Nano Inalámbrico N de 150Mbps TL-WN725N

Prestaciones:
- Diseño liso y brillante en miniatura tan pequeño que una vez conectado, puede dejarlo en un puerto USB de la Laptop
- Rápida transmisión de velocidad de hasta 150Mbps ideal para el streaming de video o llamadas por internet
- Seguridad avanzada: Soporta 64/128 WEP, WPA, PA2/WPA-PSK/WPA2-PSK(TKIP/AES)
- Conéctese de inmediato con la fácil utilidad de instalación en 14 idiomas

Lo que hace este producto
El Adaptador USB Nano Inalámbrico N de 150Mbps de TP-LINK, el TL-WN725N permite que los usuarios conecten una computadora de escritorio o portátil a una red inalámbrica a 150Mbps. Este adaptador en miniatura está diseñado para que sea lo más convenientemente posible y una vez conectado a un puerto USB de la computadora, puede dejarse ahí, ya sea que esté de viaje o en casa. También posee la característica de encriptación inalámbrica avanzada y fácil instalación. 

Diseño en Miniatura ? Conéctelo y Olvídese
Con su tamaño en miniatura y su diseño liso y brillante, los usuarios pueden conectar el adaptador nano a cualquier puerto USB y dejarlo ahí. No tiene que preocuparse por bloquear las interfaces USB adyacentes o porque el adaptador pueda caerse cuando mueve una laptop conectada del lugar A al B, con el diminuto dispositivo colocado en el puerto USB. 
 
Velocidades Inalámbricas N de 150Mbps ? Señales Inalámbricas Estables
El TL-WN725N cumple con las normas 802.11 b/g/n de conexiones inalámbricas con velocidades de transmisión de datos de hasta 150Mbps, permitiendo conexiones inalámbricas rápidas para una transmisión de video y video juegos en línea sin problemas.

Encriptaciones WPA / WPA2 ?Seguridad Avanzada
Cuando se habla acerca de la seguridad inalámbrica, las encriptaciones WEP ya no son las protecciones más fuertes y más seguras contra intrusiones. El TL-WN725N proporciona encriptaciones WPA/WPA2 creadas por WI-FI Alliance?, favoreciendo la interoperabilidad y seguridad para WLAN, que protege de manera efectiva y eficaz las redes inalámbricas de los usuarios.

CD para Fácil Operación
El TL-WN725N viene con una utilidad de 14 idiomas localizada en su CD que ayuda a los usuarios a completar la instalación del software y configuraciones de las redes inalámbricas, incluyendo configuraciones de seguridad y conexiones inalámbricas, rápida y fácilmente, incluso para que los usuarios novatos se conecten a redes inalámbricas."
22097,MW150US,Adaptador wireless USB -150Mbps -mini adapter -Tp-Link (Mercusys) (MW150US),Conectividad Placas De Red,Tp-Link (Mercusys),Si,3.33,,"MW150US
Adaptador USB Nano Inalámbrico N150
Compacto, solución conveniente para hacer sus dispositivos inalámbricos.
Perfecto para aplicaciones de Internet esenciales como la navegación en Internet, correo electrónico, y de chat.
Soporta Windows 8.1/8/7/XP (32/64bit)"
23673,U11,Adaptador wireless USB -286/600Mbps -dual band 2.4/5GHz -usb 2.0 -OFDMA/MU-MIMO -wifi 6 -compacto -Tenda U11 AX900 (U11),Conectividad Placas De Red,Tenda,Si,10.94,,"U11 AX900 Dual-band Wi-Fi 6 USB Adapter

? El estándar Wi-Fi 6 más rápido

Ambas bandas de frecuencia duales admiten funciones técnicas de Wi-Fi 6, con velocidades concurrentes de hasta 886 Mbps. (La velocidad de la banda de frecuencia de 2,4 G puede alcanzar hasta 286 Mbps; la velocidad de la banda de frecuencia de 5 G puede alcanzar hasta 600 Mbps) Puede seleccionar de forma independiente la banda de frecuencia de la red inalámbrica de acuerdo con el entorno de red, evitando eficazmente la interferencia inalámbrica y obteniendo la mejor experiencia de red. 

? Compatible con varios sistemas operativos
Compatible con Windows 7, Windows 10, Windows 11, Linux*, para satisfacer los requisitos de varios usuarios de computadoras de escritorio y portátiles para conexiones inalámbricas a Internet.

? Mini diseño, portátil y duradero.
El conector USB de metal está perfectamente integrado con un revestimiento galvanizado y tecnología ultrasónica, lo que lo hace resistente a diversas colisiones y caídas, lo que garantiza una durabilidad duradera. Su diseño compacto y exquisito permite una fácil portabilidad sin ocupar mucho espacio, lo que lo hace conveniente para un uso instantáneo en cualquier momento y en cualquier lugar.

? El algoritmo inteligente de Tenda ayuda a
la transmisión estable de la señal

En comparación con el adaptador Wi-Fi 5 anterior, el algoritmo inteligente Tenda utilizado por U11 puede ayudar mejor a la transmisión estable de señales inalámbricas y hacer que el rango de transmisión inalámbrica sea más amplio."
24485,ARCHER TX1U NANO,Adaptador wireless USB -287 Mbps -2.4GHz -nano usb 2.0 -MU-MIMO -OFDMA -black -TP-Link AX3000 (ARCHER TX1U NANO),Conectividad Placas De Red,TP-Link,Si,7.75,Adaptador WiFi Nano USB 287 Mbps TP-Link AX3000 (ARCHER TX1U),"Archer TX1U Nano | Nano Adaptador Wi-Fi 6 AX300 USB para PC

? Velocidad de Vértigo, Conexiones Sólidas - Aprovechando la tecnología Wi-Fi 6, alcanza velocidades ultrarrápidas de hasta 287 Mbps para una navegación web impecable, respuestas instantáneas por correo electrónico y para compartir en redes sociales sin interrupciones.

? Compacto y Portátil ? Tamaño nano para una conexión inalámbrica ultrarrápida ? perfecto para viajes y trabajo a distancia.

? Fácil de Configurar ? Viene con un controlador preinstalado para una conectividad instantánea, eliminando procesos tediosos y permitiendo una experiencia simple de conectar y usar sin complicaciones.

? Experiencia Online más Fluida - Funciona con routers MU-MIMO, que proporcionan flujos de datos simultáneos, aumentando el rendimiento y la eficiencia.

? Comparte un Hotspot Wi-Fi sin Interrupciones - Aprovecha el Modo AP para transformar tu dispositivo en un robusto punto de acceso Wi-Fi, proporcionando cómodamente un acceso rápido a Internet para numerosas conexiones.

? Amplia Compatibilidad - Los sistemas operativos compatibles incluyen Windows (11/10/7) y Linux (Kernel 3.10 y posteriores)

CARACTERÍSTICAS DE HARDWARE

Interfaz	USB 2.0
Estándares Inalámbricos	IEEE 802.11 b/g/n/ax
Dimensiones	17.5 × 15.8 × 7.1 mm
Antenas	1x antena interna

CARACTERÍSTICAS INALÁMBRICAS

Seguridad Inalámbrica	WEP, WPA-PSK/WPA2-PSK

Otros:
- Contenido del Paquete	
1 x Adaptador USB Inalámbrico Nano Wi-Fi 6 AX300 Archer TX1U Nano
1 x Guía de Instalación Rápida

- Requisitos del sistema	
Los sistemas operativos compatibles incluyen Windows 11/10/7 y Linux (Kernel 3.10 y posteriores)."
11389,TL-WN8200ND,Adaptador wireless USB -300Mbps -doble antena -TP-Link (TL-WN8200ND),Conectividad Placas De Red,TP-Link,Si,16.72,,"Adaptador USB Inalámbrico de alta Potencia de 300Mbps TL-WN8200ND

Prestaciones:
- Alta potencia y sensibilidad de recepción para ofrecer una distancia de transmisión ultra grande
- Velocidades de transmisión de 300Mbps ideales para las tareas de banda ancha pesada
- Fácil Encriptación de seguridad inalámbrica con sólo presionar el botón WPS
- El cable de extensión USB de 1.5 metros permite un uso conveniente
- Soporta Windows XP / Vista / 7

CARACTERÍSTICAS DEL HARDWARE
Interface Mini USB
Botón	WPS
Dimensiones (W X D X H)	90.8*60.7*24mm
Estándares Inalámbricos	IEEE 802.11n, IEEE 802.11g, IEEE 802.11b
Tipo de Antena	2 Antenas Omni-direccionales Desmontables (RP-SMA)
Rendimiento de la Antena 	5dBi

CARACTERÍSTICAS INALÁMBRICAS
Frecuencia	2.4-2.4835GHz
Velocidad de Señal	Tx Hasta 150Mbps
Rx Hasta 300Mbps
EIRP	<20dBm (EIRP, Para países que usan las Normas CE)
<27dBm (EIRP, Para países que usan las Normas FCC)
Modos Inalámbricos 	Ad-Hoc / Modo de infraestructura
Seguridad Inalámbrica 	Soporta WEP, WPA/WPA2, WPA-PSK/WPA2-PSK de 64/128 bit

OTROS
Contenido del Paquete	TL-WN8200ND
2 Antenas Omni-direccionales Desmontables de 5dBi
CD de Recursos
Guía de Rápida Instalación
Cable de Extensión USB de 1.5m
Requisitos del Sistema	Windows 7(32/64bits),
Windows Vista(32/64bits),
Windows XP(32/64bits)
Ambiente	Temperatura de Operación: 0?~40? (32?~104?)"
19054,NM-CS300,Adaptador wireless USB -300Mbps -mini adapter -Netmak (NM-CS300),Conectividad Placas De Red,Netmak,Si,6.0,,"Adaptador Usb WiFi NM-CS300
300Mbps"
10927,TL-WN823N,Adaptador wireless USB -300Mbps -mini adapter -TP-Link (TL-WN823N),Conectividad Placas De Red,TP-Link,Si,9.25,Adaptador WiFi USB Mini 300 Mbps TP-Link (TL-WN823N),"Mini Adaptador USB Inalámbrico N de 300Mbps
TL-WN823N

- Velocidad de transferencia datos inalámbrica de 300Mbps ideal para video en alta definición sin problemas, streaming de voz y juegos en línea

- Diseño de tamaño miniatura para una portabilidad conveniente con un alto desempeño confiable

- Modo SoftAP ? Convierta una conexión de internet cableada en una PC o Laptop en un hotspot Wi-Fi

- Configure fácilmente una conexión inalámbrica segura con sólo presionar un botón WPS

Lo que hace este producto:

El Mini Adaptador USB Inalámbrico N de 300Mbps, TL-WN823N de TP-LINK está diseñado para conectar su laptop o desktop a una red inalámbrica y para disfrutar un desempeño inalámbrico de alta velocidad. El diseño del tamaño de la punta del dedo hace que el adaptador sea conveniente y fácil de llevar consigo. Lo que es más, el TL-WN823N posee la característica del Modo SoftAP, configuración de seguridad con un botón, software de configuración de fácil uso, que lo hace una gran opción para disfrutar una red inalámbrica rápida, 

? La Velocidad Inalámbrica N de 300Mbps ? Extiende la Cobertura Inalámbrica

Con velocidades inalámbricas de hasta 300Mbps y tecnología MIMO avanzada, el TL-WN823N le proporciona una conexión inalámbrica rápida y confiable para el streaming de video y juegos en línea sin problemas. Lo que es mejor aún, el TL-WN823N logra un mejor desempeño con los dispositivos inalámbricos N, pero también funciona de manera continua con las redes IEEE 802.11b/g existentes

? Modo SoftAP ? Fácil Compartición a Internet Inalámbrico

El Modo SoftAP permite que este diminuto adaptador funcione como un Punto de Acceso Inalámbrico virtual. Una vez aplicado este modo permite que los usuarios conviertan fácilmente sus conexiones cableadas existentes para una laptop o PC en inalámbricas y la compartan con otros dispositivos con activación Wi-Fi como laptops, smart phones o tablets.

? Configuración de Seguridad con un Solo Botón

Compatible con WPS (Wi-Fi Protected Setup? - Configuración Wi-Fi Protegida), el TL-WN823N posee la característica de Rápido  Ajuste de Seguridad  que permite que los usuarios ajusten casi instantáneamente su seguridad presionando simplemente el botón WPS para establecer automáticamente una conexión WPA2 segura, más segura que las encriptaciones WEP. ¡No sólo es más rápida que las configuraciones normales de seguridad sino que es más conveniente de tal modo que los usuarios no necesitan recordar una contraseña! 

? Fácil de Usar

Incluido en el CD de recursos, la utilidad de configuración optimizada de TP-LINK puede ayudarle a los usuarios a completar todas las configuraciones de la red inalámbrica y toda la instalación del software en tan sólo unos minutos. Su interfaz simple y fácil de usar hace al TL-WN823N tan conveniente que incluso los usuarios novatos pueden comenzar rápidamente y establecer sus conexiones sin esfuerzo"
