Codigo,Codigo_Fabricante,Descripcion,Rubro,Marca,Stock,Precio_Original_USD,Categoria,Precio_Final_USD,Ganancia_Unitaria_USD,Margen_Porcentaje
24641,NM-MELOW-V,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -c/estuche cargador 300mAh -touch -violet -Netmak (NM-MELOW-V),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,8.34,2,13.84,5.50,66.0
24642,NM-MELOW-W,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -c/estuche cargador 300mAh -touch -white -Netmak (NM-MELOW-W),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,8.34,2,13.84,5.50,66.0
23427,KAB-676 630534,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -cancelacion de ruido -modo gaming - led RGB -bateria litio 50mAh -c/estuche cargador bat 1200mAh y display -TWS -black -Kolke Nova (KAB-676 630534),Auriculares Intrauditivos Bluetooth/Inalambricos,Kolke,Si,13.94,3,19.52,5.58,40.0
23641,630597,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -luz led -bateria litio 30mAh -c/estuche cargador bat 200mAh y display -TWS -black -Kolke (KAB-683 630597),Auriculares Intrauditivos Bluetooth/Inalambricos,Kolke,Si,11.54,2,19.16,7.62,66.0
23642,630598,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -pantalla led -bateria litio 30mAh -c/estuche cargador bat 200mAh y display -TWS c/funcion ANC + ENC -black -Kolke (KAB-684 630598),Auriculares Intrauditivos Bluetooth/Inalambricos,Kolke,Si,14.59,3,20.43,5.84,40.0
24634,NM-GUMY,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -tiempo de uso 3hs -c/estuche cargador -touch -black -Netmak (NM-GUMY),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,8.34,2,13.84,5.50,66.0
24635,NM-GUMY-P,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -tiempo de uso 3hs -c/estuche cargador -touch -pink -Netmak (NM-GUMY-P),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,8.34,2,13.84,5.50,66.0
24636,NM-GUMY-W,Auricular c/microfono -manos libres -intrauditivos -bt 5.3 -tiempo de uso 3hs -c/estuche cargador -touch -white -Netmak (NM-GUMY-W),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,8.34,2,13.84,5.50,66.0
13480,NM-SMART,Auricular c/microfono -manos libres -intrauditivos -bt 5.4 -c/estuche cargador y display -usb type-C -touch control -ANC cancelacion de ruido -white -Netmak (NM-SMART),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,17.59,3,24.63,7.04,40.0
24122,KAB-719 630740,Auricular c/microfono -manos libres -intrauditivos -touch control -bt 5.3 -bateria litio 30mAh -c/estuche cargador c/display digital bat 500mAh -TWS -black -Kolke (KAB-719 630740),Auriculares Intrauditivos Bluetooth/Inalambricos,Kolke,Si,22.57,3,31.60,9.03,40.0
24123,KAB-719 630741,Auricular c/microfono -manos libres -intrauditivos -touch control -bt 5.3 -bateria litio 30mAh -c/estuche cargador c/display digital bat 500mAh -TWS -white -Kolke (KAB-719 630741),Auriculares Intrauditivos Bluetooth/Inalambricos,Kolke,Si,22.57,3,31.60,9.03,40.0
23620,NM-FITER,Auricular c/microfono -manos libres -intrauditivos clip-on -bt 5.3 + EDR -bateria 300mAh c/estuche cargador -deportivos -black -Netmak (NM-FITER),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,13.89,3,19.45,5.56,40.0
23254,31710027400,Auricular c/microfono -monoaural -c/control de volumen -cable usb 2mts -black -Genius HS-100u (31710027400),Auriculares Vincha c/cable,Genius,Si,11.70,2,19.42,7.72,66.0
14965,NG-8620,Auricular c/microfono -pc/mp3 -gamer -sonido 3d -black/red -Noganet (NG-8620),Auriculares Vincha c/cable,Noganet,Si,9.43,2,15.65,6.22,66.0
24003,NM-FAST,Auricular c/microfono -tecnologia OWS (no bloquea el canal auditivo) -bt 5.3 + EDR -c/estuche cargador -black -Netmak (NM-FAST),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,12.96,2,21.51,8.55,66.0
24002,NM-SPIRIT,Auricular c/microfono -tecnologia OWS (no bloquea el canal auditivo) -bt 5.3 + EDR -c/estuche cargador -black -Netmak (NM-SPIRIT),Auriculares Intrauditivos Bluetooth/Inalambricos,Netmak,Si,12.96,2,21.51,8.55,66.0
24118,70723,Auricular c/microfono -usb -ajustable -almohadillas espuma -reducción de ruido -control remoto -black -Verbatim (70723),Auriculares Vincha c/cable,Verbatim,Si,16.29,3,22.81,6.52,40.0
24505,31710020400,Auricular c/microfono -usb -ajustable -cable 1.8m -black -Genius HS-220U (31710020400),Auriculares Vincha c/cable,Genius,Si,16.31,3,22.83,6.52,40.0
24503,31710020402,Auricular c/microfono -usb -ajustable -cable 2.4m -black -Genius HS-220U AI Copilot (31710020402),Auriculares Vincha c/cable,Genius,Si,15.48,3,21.67,6.19,40.0
10894,981-000014,Auricular c/microfono -usb -almohadillas acolchadas -reducción de ruido -black -Logitech Headset H390 (981-000014),Auriculares Vincha c/cable,Logitech,Si,37.74,4,45.29,7.55,20.0
23470,981-001280,Auricular c/microfono -usb -almohadillas acolchadas -reducción de ruido -pink -Logitech Headset H390 (981-001280),Auriculares Vincha c/cable,Logitech,Si,36.42,4,43.70,7.28,20.0
23572,981-001285,Auricular c/microfono -usb -almohadillas acolchadas -reducción de ruido -white -Logitech Headset H390 (981-001285),Auriculares Vincha c/cable,Logitech,Si,39.86,4,47.83,7.97,20.0
24005,31710021403,Auricular c/microfono -usb type-c -ajustable -cable 2.4m -black -Genius HS-230U (31710021403),Auriculares Vincha c/cable,Genius,Si,12.41,2,20.60,8.19,66.0
24653,NM-ULTRA-G,Auricular c/microfono -wireless -bluetooth + cable 3.5mm p/función dual -hasta 20hs de uso -almohadillas acolchadas -c/estuche -beige/gold -Netmak (NM-ULTRA-G),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,19.44,3,27.22,7.78,40.0
24652,NM-ULTRA,Auricular c/microfono -wireless -bluetooth + cable 3.5mm p/función dual -hasta 20hs de uso -almohadillas acolchadas -c/estuche -black -Netmak (NM-ULTRA),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,19.44,3,27.22,7.78,40.0
22701,NM-VOLT,Auricular c/microfono -wireless -bt 5.0 + EDR -bat. 360mAh -cable 3.5mm p/función dual -control en orejeras -ranura microSD -black -Netmak (NM-VOLT),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,14.81,3,20.73,5.92,40.0
22703,NM-VOLT-B,Auricular c/microfono -wireless -bt 5.0 + EDR -bat. 360mAh -cable 3.5mm p/función dual -control en orejeras -ranura microSD -blue -Netmak (NM-VOLT-B),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,14.81,3,20.73,5.92,40.0
22702,NM-VOLT-W,Auricular c/microfono -wireless -bt 5.0 + EDR -bat. 360mAh -cable 3.5mm p/función dual -control en orejeras -ranura microSD -grey -Netmak (NM-VOLT-W),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,19.55,3,27.37,7.82,40.0
22914,NM-VOLT-RS,Auricular c/microfono -wireless -bt 5.0 + EDR -bat. 360mAh -cable 3.5mm p/función dual -control en orejeras -ranura microSD -pink -Netmak (NM-VOLT-RS),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,17.29,3,24.21,6.92,40.0
22913,NM-VOLT-P,Auricular c/microfono -wireless -bt 5.0 + EDR -bat. 360mAh -cable 3.5mm p/función dual -control en orejeras -ranura microSD -purple -Netmak (NM-VOLT-P),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,16.47,3,23.06,6.59,40.0
23623,NM-MAGIC,Auricular c/microfono -wireless -bt 5.0 + EDR -bat. 360mAh -cable 3.5mm p/función dual -luminoso -white -Netmak (NM-MAGIC),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,13.81,3,19.33,5.52,40.0
23569,KAB-633 630391,Auricular c/microfono -wireless -bt 5.0 -bat. 200mAh -manos libres -control en orejeras -ranura microSD -black -Kolke Surround (KAB-633 630391),Auriculares Vincha Bluetooth/Inalambricos,Kolke,Si,13.94,3,19.52,5.58,40.0
23215,KAB-633 630393,Auricular c/microfono -wireless -bt 5.0 -bat. 200mAh -manos libres -control en orejeras -ranura microSD -blue -Kolke Surround (KAB-633 630393),Auriculares Vincha Bluetooth/Inalambricos,Kolke,Si,14.51,3,20.31,5.80,40.0
23568,KAB-633-630545,Auricular c/microfono -wireless -bt 5.0 -bat. 200mAh -manos libres -control en orejeras -ranura microSD -pink -Kolke Surround (KAB-633 630545),Auriculares Vincha Bluetooth/Inalambricos,Kolke,Si,14.27,3,19.98,5.71,40.0
23716,981-000742,Auricular c/microfono -wireless 2.4 GHz + aux 3.5mm -sonido envolvente 7.1 -rgb lightsync -teclas G programables -gamer -black -Logitech G935 (981-000742),Auriculares Vincha Bluetooth/Inalambricos,Logitech,Si,228.68,4,274.42,45.74,20.0
23718,981-001049,Auricular c/microfono -wireless 2.4 GHz lightspeed + bt low latency -10 metros -reducción de ruido -gamer -black -Logitech G435 (981-001049),Auriculares Vincha Bluetooth/Inalambricos,Logitech,Si,108.28,4,129.94,21.66,20.0
23714,981-001061,Auricular c/microfono -wireless 2.4 GHz lightspeed + bt low latency -10 metros -reducción de ruido -gamer -blue -Logitech G435 (981-001061),Auriculares Vincha Bluetooth/Inalambricos,Logitech,Si,85.98,4,103.18,17.20,20.0
23715,981-001073,Auricular c/microfono -wireless 2.4 GHz lightspeed + bt low latency -10 metros -reducción de ruido -gamer -white -Logitech G435 (981-001073),Auriculares Vincha Bluetooth/Inalambricos,Logitech,Si,103.54,4,124.25,20.71,20.0
23493,KAB-670 630511,Auricular c/microfono HD -Bt v5.0 10m -aux 3.5mm -slot sd -control en orejeras -luz LED -bat. 1.000mAh -radio fm -sonido estéreo -driver 40mm -black -Kolke Burning (KAB-670 630511),Auriculares Vincha Bluetooth/Inalambricos,Kolke,Si,20.82,3,29.15,8.33,40.0
23605,NM-N35,Auricular c/microfono desmontable -wireless 2.4GHz + bt + aux 3.5mm (tri modo) -multiconsola -orejeras recubiertas -gamer -back -Netmak (NM-N35),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,45.91,4,55.09,9.18,20.0
23606,NM-N35-W,Auricular c/microfono desmontable -wireless 2.4GHz + bt + aux 3.5mm (tri modo) -multiconsola -orejeras recubiertas -gamer -white -Netmak (NM-N35-W),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,45.46,4,54.55,9.09,20.0
23510,NM-LIVE-P,Auricular c/micrófono -cable 3.5 mm -bluetooth 5.0 -bat. 360mAh -pink -Netmak (NM-LIVE-P),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,16.84,3,23.58,6.74,40.0
23511,NM-LIVE-W,Auricular c/micrófono -cable 3.5 mm -bluetooth 5.0 -bat. 360mAh -white -Netmak (NM-LIVE-W),Auriculares Vincha Bluetooth/Inalambricos,Netmak,Si,16.84,3,23.58,6.74,40.0
22830,NG-1650,Auriculares -c/microfono -3.5mm TRRS -manos libres -cable flat 1.2mts -slim -black -Noganet EarBuds (NG-1650),Auriculares Intrauditivos c/cable,Noganet,Si,1.78,1,3.56,1.78,100.0
24447,RCWL037X,Auto a radio control -wireless 2.4GHz -giro 360 -4X4 -alcance 60 mts -uso 50min. -bat. recargable 1200mah -doble control (remoto y gesticular) -red -Gadnic Twist19 (RCWL037X),Jugueteria,Gadnic,Si,62.87,4,75.44,12.57,20.0
24446,RCWL042X,Auto a radio control -wireless 2.4GHz -giro 360 -luz led -alcance 50 mts -uso 10min. -bat. recargable 500mah -blue -Gadnic Monster Todo Terreno (RCWL042X),Jugueteria,Gadnic,Si,28.50,3,39.90,11.40,40.0
23855,BALANZ13,Balanza -digital -2 pilas AAA (no incluidas) -hasta 180kg -medicion de grasa corporal -display LCD -plastico ABS + vidrio templado -Gadnic G13 (BALANZ13),Electrodomesticos,Gadnic,Si,22.35,3,31.29,8.94,40.0
24572,BALAN15B,Balanza de Baño Gadnic Digital con APP,Bazar y Hogar,Gadnic,Si,18.51,3,25.91,7.40,40.0
24315,BALANZ11,Balanza de cocina -digital -2 pilas AAA (no incluidas) -1Gr A 5Kg -display LCD -c/bowl -white -Gadnic G11 (BALANZ11),Bazar y Hogar,Gadnic,Si,13.41,2,22.26,8.85,66.0
24316,GYM00017,Bandas elasticas p/ejercicio (Kit x5) -5 niveles de resistencia -Gadnic (GYM00017),Bazar y Hogar,Gadnic,Si,51.80,4,62.16,10.36,20.0
23999,NM-N134,Base gamer p/notebook -doble puerto usb -2 fan 120mm/1200rpm blue led -5 niveles de ajuste -c/soporte p/smartphone -Netmak (NM-N134),Notebooks/Tablets - Accesorios,Netmak,Si,16.55,3,23.17,6.62,40.0
23995,NM-HS430,Base p/Auricular -iluminacion RGB -usb -antideslizante -black -Netmak (NM-HS430),Accesorios,Netmak,Si,11.22,2,18.63,7.41,66.0
23911,SOP00009,"Base p/notebook 10"" a 15.6"" -6 niveles de ajuste -aluminio -Gadnic (SOP00009)",Notebooks/Tablets - Accesorios,Gadnic,Si,13.32,2,22.11,8.79,66.0
23916,SOP00019,"Base p/notebook 10"" a 17"" -8 niveles de ajustes -rotacion 360 grad. -soporte p/smartphone -black -Gadnic Sp19 (SOP00019)",Notebooks/Tablets - Accesorios,Gadnic,Si,21.66,3,30.32,8.66,40.0
24300,SOP00080,Base p/notebook y monitor -mesa -max.20kg -metal -antideslizante -ventilacion -black -Gadnic Jgiy978 (SOP00080),Notebooks/Tablets - Accesorios,Gadnic,Si,12.34,2,20.48,8.14,66.0
24502,31250020400,"Base p/notebook y tablets 10"" a 17"" -6 niveles de ajuste -plegable -plastico -black -Genius G-Stand M200 (31250020400)",Notebooks/Tablets - Accesorios,Genius,Si,10.80,2,17.93,7.13,66.0
24034,SOP00038,"Base p/notebooks -de 10"" a 17"" -diseño tipo Z ajustable -base antideslizante -aluminio -Gadnic ST-AL38 (SOP00038)",Notebooks/Tablets - Accesorios,Gadnic,Si,37.82,4,45.38,7.56,20.0
23686,BSLA-640-CRK,Bateria de gel p/luz de emergencia -6v -4Ah -Rocket (BSLA-640-CRK),Iluminacion,Rocket,Si,5.98,1,11.96,5.98,100.0
12972,BSLA-1270-CPB,Bateria de gel p/ups -12v -7.0Ah -Probattery (BSLA-1270-CPB),Ups Y Estabilizadores,Probattery,Si,15.23,3,21.32,6.09,40.0
18476,1007020036,Bateria de gel p/ups -12v -7.0Ah -Trv (LP12-7.0),Ups Y Estabilizadores,Trv,Si,20.73,3,29.02,8.29,40.0
13439,BSLA-1275-CPB,Bateria de gel p/ups -12v -7.5Ah -Probattery (BSLA-1275-CPB),Ups Y Estabilizadores,Probattery,Si,16.48,3,23.07,6.59,40.0
18479,LP12-7.5,Bateria de gel p/ups -12v -7.5Ah -Trv (LP12-7.5),Ups Y Estabilizadores,Trv,Si,27.14,3,38.00,10.86,40.0
13508,BSLA-1270-CRK,Bateria de gel p/ups -12v -7Ah -Rocket (BSLA-1270-CRK),Ups Y Estabilizadores,Generica,Si,14.79,3,20.71,5.92,40.0
19775,LP12-9.0,Bateria de gel p/ups -12v -9.0Ah -Trv (LP12-9.0),Ups Y Estabilizadores,Trv,Si,31.16,3,43.62,12.46,40.0
17473,PRNH-9V250-SPB,Bateria recargable 9V -250mAh -1 unidad -Probattery (PRNH-9V250-SPB),Pilas y Cargadores de Pilas,Probattery,Si,8.93,2,14.82,5.89,66.0
24079,GLII-BATI-AUTO,Batidor Smart Mixer -3 velocidades -ABS -resistente al calor -4 pilas AA (no incluidas) -Gliivo (GLII-BATI-AUTO),Accesorios y Gadgets Geeks,Gliivo,Si,11.85,2,19.67,7.82,66.0
24025,BIC00037,Bolso triangular p/cuadro de bicicleta -alforja de poliester -impermeable -black -Gadnic (BIC00037),Accesorios,Gadnic,Si,4.39,1,8.78,4.39,100.0
24307,VINO0012,Bomba de vacio manual para vino -2 tapones hermeticos reutilizables -metalico -Gadnic (VINO0012),Bazar y Hogar,Gadnic,Si,4.31,1,8.62,4.31,100.0
24306,VINO0011,Bomba de vacio manual para vino -4 tapones hermeticos reutilizables -Gadnic (VINO0011),Bazar y Hogar,Gadnic,Si,4.49,1,8.98,4.49,100.0
23348,630525,CABLE HDMI M/M - 1.8mts - 8k - Kolke (KCC-2672-630525),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Kolke,Si,5.23,1,10.46,5.23,100.0
13371,HDMI-10 M/M 1.4,Cable HDMI M/M v1.4 -10mts -4K -1080p -conectores dorados -Noganet (HDMI-10M/m 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,6.72,2,11.16,4.44,66.0
15744,NM-C47 15,Cable HDMI M/M v1.4 -15mts -1080p -c/filtro -Netmak (NM-C47 15),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Netmak,Si,10.66,2,17.70,7.04,66.0
18562,NM-C47 20,Cable HDMI M/M v1.4 -20mts -1080p -c/filtro -conectores dorados -Netmak (NM-C47 20),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Netmak,Si,19.93,3,27.90,7.97,40.0
22452,HDMI-20 1.4,Cable HDMI M/M v1.4 -20mts -1080p -conectores dorados -Noganet (HDMI-20M/M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,13.70,3,19.18,5.48,40.0
13375,HDMI-2M 1.4,Cable HDMI M/M v1.4 -2mts -conectores dorados -Noganet (HDMI-2M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,1.62,1,3.24,1.62,100.0
7381,HDMI-3M 1.4,Cable HDMI M/M v1.4 -3mts -Noganet (HDMI-3M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,2.29,1,4.58,2.29,100.0
7379,HDMI-5M 1.4,Cable HDMI M/M v1.4 -5mts -1080p -Noganet (HDMI-5M 1.4),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,3.27,1,6.54,3.27,100.0
22693,KCC-2579 630197,Cable HDMI M/M v2.0 -1.2mts -1080p -c/filtro -Kolke (KCC-2579 630197),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Kolke,Si,2.94,1,5.88,2.94,100.0
17194,NM-C98,Cable HDMI M/M v2.0 -1.5mts -1080p/4K ultraHD/3D  -black -Netmak (NM-C98),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Netmak,Si,1.77,1,3.54,1.77,100.0
22692,KCC-2578 630196,Cable HDMI M/M v2.0 -3mts -1080p -c/filtro -Kolke (KCC-2578 630196),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Kolke,Si,3.97,1,7.94,3.97,100.0
9976,HDMI A MINI,Cable HDMI a mini HDMI M/M v1.3 2.0mts -1080p -Noganet (HDMI A MINI),Cables Video (Hdmi-Vga-Dvi-DisplayPort),Noganet,Si,2.87,1,5.74,2.87,100.0
21959,USB-C1.8,Cable Type-C a Type-C -1.8mts -black -Noganet (USB-C1.8),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.54,1,3.08,1.54,100.0
24112,CAB118,Cable Type-C a Type-C -3A -1mts -65W -nylon mallado -blue -TRV (CAB118),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Trv,Si,4.44,1,8.88,4.44,100.0
20496,USB-C3,Cable Type-C a Type-C -3mts -black -Noganet (USB-C3),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,2.87,1,5.74,2.87,100.0
20495,USB-C4,Cable USB a Type-C -1.8mts -black -Noganet (USB-C4),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.29,1,2.58,1.29,100.0
16830,PATCH 2.0,Cable UTP Patch Cord Cat5e -2mts -Noganet (PATCH 2),Conectividad Cables,Noganet,Si,0.80,1,1.60,0.80,100.0
23047,PATCH 2.0 CAT6,Cable UTP Patch Cord Cat6 -2mts -gray -Noganet (PATCH 2.0 CAT6),Conectividad Cables,Noganet,Si,1.46,1,2.92,1.46,100.0
21958,USB C/L,Cable lightning a type-C M/M -1.8mts -white -Noganet (USB C/L),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,3.64,1,7.28,3.64,100.0
18570,NM-MIC15,Cable manos libres -3.5mm -c/microfono incorporado -Netmak (NM-MIC15),Cables Audio,Netmak,Si,1.25,1,2.50,1.25,100.0
22647,KCC-1548 630158,Cable microUSB a USB 2.0 -1mt -3A -carga súper rápida -anti roturas -white -Kolke M35 (KCC-1548 630158),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Kolke,Si,0.98,1,1.96,0.98,100.0
19110,KCC-173 600390,Cable p/impresora A/B -usb 2.0 -3mts -termosellado -black -Kolke (KCC-173 600390),Cables USB,Kolke,Si,1.25,1,2.50,1.25,100.0
12616,NM-C45,Cable power 220v M/H -1.5mts -certificado iram -negro -Netmak (NM-C45),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,3.70,1,7.40,3.70,100.0
12618,NM-C77,Cable power 220v M/H -1.5mts -tipo 8 -Netmak (NM-C77),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,2.09,1,4.18,2.09,100.0
12619,NM-C46,Cable power 220v M/H -1.5mts -tipo trebol -Netmak (NM-C46),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Netmak,Si,3.58,1,7.16,3.58,100.0
17755,USB M 12B,Cable pulsera usb a microUSB M/M -24cm -tipo perla -white -Noganet (USB M 12B),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.19,1,2.38,1.19,100.0
3989,SATA DATOS,Cable sata datos -Noganet (SATA DATOS),Cables PC Power-Sata-Ps/2-Serie-Firewire-Paralelo,Noganet,Si,0.91,1,1.82,0.91,100.0
23342,NM-C57,Cable type-C a type-C M/M -3A -1 mts -carga rapida -black -Netmak (NM-C57),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,2.07,1,4.14,2.07,100.0
22653,KCC-1554 630164,Cable usb 3.0 a microUSB -5A -2mts -carga super rápida -tela tejida -brown/black -Kolke M12s (KCC-1554 630164),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Kolke,Si,3.47,1,6.94,3.47,100.0
23054,USB L 17,Cable usb M a Lightning -p/iPhone/iPod/iPad -1.8mts -white -Noganet (USB L 17),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,1.69,1,3.38,1.69,100.0
24113,CAB113,Cable usb a lightning -2.4A -1mts -siliconado -white -TRV (CAB113),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Trv,Si,3.57,1,7.14,3.57,100.0
16952,OTG-MICRO,Cable usb a microUSB H/M -otg -15cm -black -Noganet (OTG-MICRO),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Noganet,Si,0.70,1,1.40,0.70,100.0
22195,NM-117-B,Cable usb a microUSB M/M -2A -1mts -anti nudos -reforzados -carga rapida -blue -Netmak Strong Series (NM-117-B),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.04,1,2.08,1.04,100.0
22196,NM-117-R,Cable usb a microUSB M/M -2A -1mts -anti nudos -reforzados -carga rapida -red -Netmak Strong Series (NM-117-R),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.04,1,2.08,1.04,100.0
22199,NM-115,Cable usb a microUSB M/M -2A -cable 1mts -anti nudos -reforzado -carga rapida -diseño multicolor -Netmak Magic Series (NM-115),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.23,1,2.46,1.23,100.0
17196,NM-C99,Cable usb a type-C -1.5mts -black -Netmak (NM-C99),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.40,1,2.80,1.40,100.0
23857,CABLE001,Cable usb a type-C/micro-usb/lightning -3A -1mts -conectores magneticos -carga rapida + transmision de datos -cable mallado c/trenza de nailon -indicador led -black -Gadnic (CABLE001),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Gadnic,Si,5.51,1,11.02,5.51,100.0
14072,NM-C20,Cable usb mini usb M/M -5 pines -Netmak (NM-C20),Cables Moviles (MiniUSB/MicroUSB/Lightning/Type-c),Netmak,Si,1.04,1,2.08,1.04,100.0
20183,NM-CAD2,"Caddy Adaptador para hdd/ssd 2.5"" a bahia de unidad optica notebook -12.7mm -p/windows -sata 3 -aluminio -c/herramienta p/instalacion -Netmak (NM-CAD2)",Adaptadores,Netmak,Si,2.41,1,4.82,2.41,100.0
19257,NM-CAD,"Caddy Adaptador para hdd/ssd 2.5"" a bahia de unidad optica notebook -9.5mm -p/windows -sata 3 -aluminio -c/herramienta p/instalacion -Netmak (NM-CAD)",Adaptadores,Netmak,Si,2.41,1,4.82,2.41,100.0
21406,NG-CD9,"Caddy Adaptador para hdd/ssd 2.5"" a bahia de unidad optica notebook -9.5mm -p/windows -sata 3 -c/herramienta p/instalacion -Noganet (NG-CD9)",Adaptadores,Noganet,Si,3.06,1,6.12,3.06,100.0
